id,user_description,user_location,text,id_str,created,retweet_count,city,date,text_eng,neg,neu,pos,compound,sentiment
1247,"Specialist Administrative law. #LeesVaxx My other Twitteracc: @CommentsOnPoli1.
Hacked on these accounts. Don't send me DMs, because it is opened to the public.",amsterdam,"zolang er sprake is van onevenredige schade, veroorzaakt door rechtmatig overheidsoptreden die niet ten laste van enkele burgers behoort te blijven, omdat zij onevenredig hard worden getroffen door de corona maatregelen,moet de overheidsteun worden gegeven. vaccineren, vaccineren",1382663943349534722,2021-04-15 11:55:47,0,Amsterdam,2021-04-15,"as long as there is disproportionate damage caused by lawful government action that should not remain at the expense of a few citizens, because they are disproportionately hit by the corona measures, government support must be given. to vaccinate, to vaccinate",0.073,0.866,0.062,-0.128,negative
1273,I don't tweet a lot.,"utrecht, the netherlands",hier vind je getallen. bedenk dat dit gebeurt met actieve tegenmaatregelen tegen covid-19.,1382663146742149120,2021-04-15 11:52:37,0,Utrecht,2021-04-15,here you will find numbers. remember that this happens with active countermeasures against covid-19.,0.0,0.828,0.172,0.4019,positive
1296,"European and Dutch GoaTrance, Party Base Calendar Agenda, free audio mixes and party video site","amsterdam, noord-holland",dat past volgens de rijksoverheid binnen de corona aanpak van het kabinet voor een gecontroleerde verspreiding van het virus.,1382662428496953345,2021-04-15 11:49:46,0,Amsterdam,2021-04-15,"According to the national government, this is in line with the cabinet's corona approach for a controlled spread of the virus.",0.0,1.0,0.0,0.0,neutral
1302,"European and Dutch GoaTrance, Party Base Calendar Agenda, free audio mixes and party video site","amsterdam, noord-holland",volgens de “rijksoverheid” “past dat binnen de corona aanpak van het kabinet voor een gecontroleerde verspreiding van het virus”,1382662260099837956,2021-04-15 11:49:06,0,Amsterdam,2021-04-15,"according to the ""national government"" ""this fits within the corona approach of the cabinet for a controlled spread of the virus""",0.0,1.0,0.0,0.0,neutral
1311,Adviseur Public Affairs Patiëntenfederatie Nederland,"utrecht, nederland",vvd vraagt of er ook ruimte is voor artsen en om spillage vaccinaties ook in te zetten voor mensen met een kwetsbare gezondheid #corona #coronadebat,1382661865306750977,2021-04-15 11:47:31,9,Utrecht,2021-04-15,VVD asks whether there is also room for doctors and to use spillage vaccinations for people with vulnerable health #corona #coronadebat,0.087,0.913,0.0,-0.2263,negative
1313,Makkelijk Scoren | Zondag met Lubach,amsterdam,"beste hoe gaat het met de covid-blaastest? het is nu 2 maanden geleden dat hij *tijdelijk* is verdwenen. het verhaal was: hij werkt perfect, maar de procedure eromheen moet even worden bekeken. dit bericht is alweer een maand oud:",1382661783463329792,2021-04-15 11:47:12,7,Amsterdam,2021-04-15,"best how are things with the covid breathalyzer? it has now been 2 months since he * temporarily * disappeared. the story was: it works perfectly, but the procedure around it needs to be examined. this post is already a month old:",0.035,0.84,0.125,0.5789,positive
1315,"International Speaker, Coach, Trainer, Actor, Director... Let me transform your business through Improvisation! One of The 100 on RTL4's ALL TOGETHER NOW",amsterdam,"slecht zakken van en . krijg een brief dat ik moet bellen, betaal voor 1 uur wachten, kom niet door. bel ik de corona hulp lijn; schijnt dat het nummer niet werkt! waarom is dit niet vermeld op jullie site en alle social media! dik verdienen! #zielig",1382661667276853252,2021-04-15 11:46:44,0,Amsterdam,2021-04-15,"bad pockets of and. get a letter to call, pay for 1 hour wait, don't get through. I call the corona help line; seems that the number is not working! why is this not mentioned on your site and all social media! earn a lot! #soul",0.121,0.795,0.084,-0.4168,negative
1329,"European and Dutch GoaTrance, Party Base Calendar Agenda, free audio mixes and party video site","amsterdam, noord-holland",dat past volgens de rijksoverheid binnen de corona aanpak van het kabinet voor een gecontroleerde verspreiding van het virus.,1382661239524970501,2021-04-15 11:45:02,0,Amsterdam,2021-04-15,"According to the national government, this is in line with the cabinet's corona approach for a controlled spread of the virus.",0.0,1.0,0.0,0.0,neutral
1349,"Docent VO, Fortuynist, foute humor, Ajax, World of Warships-player, schrijver ""Meer land voor je geld"", lichting 83/3, te vinden op YouTube (Sturges Opinie)",den haag,#versoepelingen #corona wat deze meneer zegt👇,1382660814444896267,2021-04-15 11:43:21,1,Den Haag,2021-04-15,# easings #corona what this gentleman says👇,0.0,1.0,0.0,0.0,neutral
1353,"Rotterdammer, European, Terrestrial. Working in urban design, being vegan, live green. Skyscrapers. Father of one.",rotterdam,"waarom zou je hotelaanbod willen reguleren? 10 jaar geleden was er al ophef dat er ""teveel hotels bij kwamen"". gemeente zou moeten inperken aldus bestaande hotels. maar die nieuwe hotels hebben de stad alleen maar goed gedaan, tot corona dan.",1382660645150150660,2021-04-15 11:42:41,0,Rotterdam,2021-04-15,"why would you want to regulate hotel offerings? Ten years ago there was already a fuss that ""too many hotels were added"". municipality should limit existing hotels. but those new hotels have only done the city good, until corona then.",0.0,0.881,0.119,0.6124,positive
1369,"Former Athlete, Track and Field Agent, TV commentator, CEO telco, Author, Bum","den haag, holland","inmiddels sinds begin corona al 8miljoen+ hongerdoden. als we daar toch eens een medicijn tegen hadden....maarja, dat waren voornamelijk zwarte kinderen. met je boeien",1382660250029920256,2021-04-15 11:41:06,0,Den Haag,2021-04-15,"now since the beginning of corona already 8 million + starvation deaths. if we had a cure for that .... but yes, those were mainly black children. with you cuffs",0.0,0.88,0.12,0.5499,positive
1380,Leefbaar Rotterdam is de enige partij die er alleen is voor Rotterdam en de Rotterdammers.,rotterdam,"er is al jaren een dalende trend die door leefbaar is voortgezet! en waar halen jullie '*geen corona' vandaan? corona heeft grote invloed gehad op de cijfers van 2020. jullie gebruiken cijfers van de gemeente (met corona in verwerkt), maar zetten er 'geen corona' bij: nepnieuws!",1382659927576051720,2021-04-15 11:39:49,9,Rotterdam,2021-04-15,"there has been a downward trend for years that has continued through liveable! and where do you get '* no corona'? corona has had a major influence on the figures for 2020. you use figures from the municipality (with corona incorporated), but add 'no corona': fake news!",0.179,0.821,0.0,-0.8456,negative
1381,"AG Connect is hét platform voor IT-ers. In AG Connect komen de titels AutomatiseringGids, IT-Infra en Informatie samen. FB: https://t.co/jKwWLqdcQS","amsterdam, nederland",lang niet alle thuiswerkplekken zijn goed op orde. en dat terwijl thuiswerken nu al een jaar gebeurt én het na corona waarschijnlijk nog wel deels blijft. #thuiswerken #thuiswerkplek,1382659882969616386,2021-04-15 11:39:39,0,Amsterdam,2021-04-15,not all home workplaces are in good order. and that while working from home has been going on for a year now and it probably still remains partly after corona. #working at home # home workplace,0.0,0.919,0.081,0.4404,positive
1393,"Founder East | Entrepreneur-presenter-author | Business, strategy, leadership | wrote The Era of the Who | Podcast & Columnist Business Insider NL | Ajax","amsterdam, the netherlands","controle in een complexe, onzekere crisis. een illusie. waarover ik me het meest verbaas, is hoe weinig er geleerd lijkt te worden.",1382659352008462337,2021-04-15 11:37:32,1,Amsterdam,2021-04-15,"control in a complex, uncertain crisis. an illusion. what amazes me most is how little seems to be learned.",0.257,0.612,0.131,-0.4767,negative
1415,Snelnieuws voor koppensnellers en forenzen. Nieuws verzameld via RSS-feeds. Follow back.,"amsterdam, nederland",nieuwe feed op nieuwsblik :,1382658660422328321,2021-04-15 11:34:47,0,Amsterdam,2021-04-15,new feed on news look:,0.0,1.0,0.0,0.0,neutral
1443,Allah is nep,amsterdam zuid-afrika,ik begrijp het niet: 10.000 feestgangers die getest zijn en geen corona hebben feest laten vieren. onverantwoord.,1382657827454525447,2021-04-15 11:31:29,0,Amsterdam,2021-04-15,"I don't understand: 10,000 partygoers who have been tested and have not had a corona party. irresponsible.",0.284,0.716,0.0,-0.6319,negative
1449,NETHERLANDS. CARING FOR JUSTICE. #VEROPOSSUMUS #VIVEUTVIVAS LOVEFAIRPOLITICS. VOLUNTEER HEALTHCARE WORKER / ELDERLY CARE #VVD,the netherlands den haag,"zeg het aldoor.. k a r m a benieuwd ook hoeveel van die museumplein malloten zware corona hebben (gehad) en/of aan hun (groot)ouders , familie, vrienden hebben doorgegeven..",1382657577268482050,2021-04-15 11:30:29,0,Den Haag,2021-04-15,"say it all the time .. k a r m a curious how many of those museum square idiots have (had) severe corona and / or passed it on to their (grand) parents, family, friends ..",0.074,0.771,0.154,0.4215,positive
1457,"Altijd het laatste nieuws op het gebied van informatiebeveiliging, privacy en gegevensbescherming.","den haag, nederland",hoogleraar: corona maakt gemis landelijk elektronisch patiëntendossier duidelijk #securitynl,1382657461803442180,2021-04-15 11:30:02,0,Den Haag,2021-04-15,professor: corona clarifies lack of national electronic patient file #securitynl,0.189,0.656,0.156,-0.1027,negative
1460,Nationaal Regieorgaan Onderwijsonderzoek - coördineert en financiert onderwijsonderzoek; verbindt onderzoek en onderwijspraktijk. Onderdeel van NWO.,"den haag, nederland","de staat v/h onderwijs 2021 benadrukt opnieuw het belang van #gelijkekansen. o.a. gebaseerd op de resultaten van het nco blijkt dat de corona-crisis bestaande ongelijkheden vergroot. kijk op voor kennis, handvatten, praktijkvoorbeelden, bijeenkomsten etc.",1382657454522167298,2021-04-15 11:30:00,1,Den Haag,2021-04-15,"the state of education 2021 again emphasizes the importance of #equal opportunities. Based on the results of the nco, among other things, it appears that the corona crisis increases existing inequalities. look up for knowledge, tools, practical examples, meetings, etc.",0.089,0.801,0.11,0.0,neutral
1462,"International Speaker, Coach, Trainer, Actor, Director... Let me transform your business through Improvisation! One of The 100 on RTL4's ALL TOGETHER NOW",amsterdam,serieuze vraag voor werkt het corona afspraak nummer wel? 088-2202772? 50 minuten in de wacht...,1382657355725307904,2021-04-15 11:29:36,0,Amsterdam,2021-04-15,serious question for does the corona appointment number work? 088-2202772? 50 minutes on hold ...,0.083,0.833,0.083,0.0,neutral
1465,Allah is nep,amsterdam zuid-afrika,"wilt u aub geld storten voor de arme moslims in afrika--10 euro is genoeg om varkensvlees te kopen. graag een storting op nummer 132657997 van het banknummer, giro of : maakt allah niets uit. zelf heeft hij geen kracht om corona of honger te genezen.",1382657199961427968,2021-04-15 11:28:59,1,Amsterdam,2021-04-15,"please donate money for the poor muslims in africa - 10 euros is enough to buy pork. please make a deposit on number 132657997 of the bank number, giro or: allah does not matter. he himself has no power to cure corona or hunger.",0.169,0.686,0.145,-0.2901,negative
1501,de realiteit is een leuke plek maar ik zou er niet willen wonen | 🏳️‍🌈 | #BLM | links maar toch gezellig | #TeamPlanet | hij/hem | hondenmens | 🌿🐶🌈,"amsterdam, nederland","het is niet vaak dat ik na het lezen van een stuk even moet bijkomen, maar hier ben ik echt ontdaan van. wat een nachtmerrie #corona",1382656168217223169,2021-04-15 11:24:53,0,Amsterdam,2021-04-15,"it is not often that I have to relax after reading a piece, but I am really upset about this. what a nightmare #corona",0.161,0.757,0.082,-0.4385,negative
1511,"Flux writer / journalist [new media, cinema, art & video games] Lives in Amsterdam, writes all over the world",amsterdam,"afkomstig van een centrum ""voor bewijscommunicatie"". potentie, dus mogelijkheid, geen bewijs. ik heb discalculie, dus lastig zo'n grafiek voor mij. welke kans is nou groter: om dood te gaan aan bijwerkingen, trombose of corona? dit gaat over benefits and harms, niet doodsoorzaak.",1382655844593057794,2021-04-15 11:23:36,0,Amsterdam,2021-04-15,"from a center ""for evidence communication"". potential, so possibility, not proof. I have discalculia, so a graph is difficult for me. which chance is greater: of dying from side effects, thrombosis or corona? this is about benefits and harms, not cause of death.",0.119,0.677,0.204,0.5077,positive
1516,Deugniet. Covfefe programmeur. Covid-19 watcher. Moron magnet. GeenStijl.,amsterdam,"nee, is de gesproken tekst van dit artikel: dat is wat er gebeurt als je niks / te weinig / te laat doet.",1382655649063038976,2021-04-15 11:22:49,0,Amsterdam,2021-04-15,"no, is the narration of this article: that is what happens if you do nothing / too little / too late.",0.109,0.891,0.0,-0.296,negative
1520,Finding mistakes in common sense often leads to innovation. #TechnologicalSingularity #ValueInvesting #Retail,"amsterdam, the netherlands","griep 2017/2018 (flu) ter vergelijking, novel corona is dodelijker geweest. bron:",1382655491281723392,2021-04-15 11:22:12,0,Amsterdam,2021-04-15,"flu 2017/2018 (flu) For comparison, novel corona has been more deadly. source:",0.174,0.671,0.154,-0.0772,negative
1530,"Stop de Corona wetgeving, Humanist, Fortuynist, Anti EU, Nexit, vaderlandslievend, mens/dierlievend, pro Trump, voor natuur en milieu, tegen klimaatwaanzin","utrecht, nederland",daarbij zijn slachtoffers van covid gemiddeld 81+ met 1 of meer gevallen van onderliggend lijden. in tegenstelling tot griep is covid vrijwel ongevaarlijk voor kinderen en jongeren.klomp vindt dat kinderen lichamelijk en psychisch de rekening moeten betalen voor ongezonde mensen.,1382655185399513088,2021-04-15 11:20:59,0,Utrecht,2021-04-15,"victims of covid are on average 81+ with 1 or more cases of underlying suffering. Unlike flu, Covid is virtually harmless for children and young people. Klomp believes that children should pay the bill for unhealthy people physically and psychologically.",0.268,0.69,0.042,-0.8689,negative
1533,"ajax❤ zuid-1🔥home and away😎
waar je ook gaat ik volg je overal!!!
Amsterdam-noord❤🇮🇱",amsterdam,"mis dit had daar nu gewoon moeten zijn, kut corona en kut regels🤣",1382655163320664065,2021-04-15 11:20:54,0,Amsterdam,2021-04-15,"miss this should just have been there now, cunt corona and cunt rules🤣",0.444,0.556,0.0,-0.7906,negative
